"event_type","user_id","episode_id","timestamp","duration"
"seek","user_11","ep_27","2024-03-01T15:27:20",
"complete","user_35","ep_3","2024-01-16T08:48:25",279
"complete","user_100","ep_41","2024-03-28T06:31:56",4088
"pause","user_42","ep_25","2024-01-23T18:02:37",
"play","user_82","ep_5","2024-02-15T23:53:28",4773
"complete","user_27","ep_27","2024-03-25T20:59:26",989
"seek","user_2","ep_30","2024-03-16T10:00:01",
"play","user_47","ep_21","2024-01-23T13:26:56",2076
"seek","user_47","ep_39","2024-02-23T06:10:53",
"seek","user_73","ep_26","2024-04-27T21:48:45",
"seek","user_74","ep_41","2024-01-15T03:38:55",
"seek","user_66","ep_16","2024-03-02T20:10:35",
"pause","user_99","ep_12","2024-04-21T03:18:31",
"complete","user_10","ep_13","2024-02-19T22:34:57",2264
"pause","user_79","ep_29","2024-02-14T14:08:50",
"seek","user_40","ep_15","2024-04-09T01:29:08",
"play","user_3","ep_50","2024-01-26T19:30:22",2331
"seek","user_20","ep_1",,
"pause","user_4","ep_30","2024-02-13T09:27:17",
"seek","user_37","ep_49","2024-03-13T21:28:25",
"","user_30","ep_50","2024-02-14T04:06:41",
"complete","user_98","ep_42","2024-02-22T09:08:01",471
"complete","user_97","ep_9","2024-02-20T07:32:20",4316
"seek","user_18","ep_5","2024-01-15T17:45:30",
"complete","user_57","ep_7","2024-01-10T13:10:39",4433
"pause","user_78","ep_9","2024-03-22T11:06:43",
"seek","user_2","ep_20","2024-02-02T14:01:46",
"pause","user_39","ep_31","2024-01-01T07:15:39",
"complete","user_82","ep_26","2024-01-07T20:14:05",602
"pause","user_18","ep_49","2024-03-12T07:24:05",
"pause","user_18","ep_6","2024-04-08T15:39:43",
"complete","user_26","ep_16","2024-01-26T09:52:15",10
"complete","user_9","ep_32","2024-02-02T01:49:56",474
"pause","user_49","ep_1","2024-01-19T07:45:45",
"pause","user_27","ep_48","2024-03-11T00:12:07",
"complete","user_4","ep_50","2024-02-26T21:48:25",3180
"complete","user_60","ep_1","2024-01-19T19:30:32",743
"pause","user_50","ep_27","2024-02-02T02:58:18",
"play","user_75","ep_18","2024-02-26T00:01:44",1038
"play","user_8","ep_44","2024-04-23T17:34:11",41
"complete","user_13","ep_7","2024-04-10T10:48:12",13
"complete","user_97","ep_22","2024-01-30T08:40:17",1843
"complete","user_86","ep_9","2024-04-19T20:33:41",981
"play","user_25","ep_29","2024-01-02T18:11:27",3625
"seek","user_74","ep_44","2024-03-21T16:06:31",
"play","user_7","ep_28","2024-03-27T11:14:53",1184
"complete","user_58","ep_18","2024-03-06T14:37:32",5253
"seek","user_71","ep_45","2024-02-03T22:03:01",
"play","user_19","ep_37","2024-02-10T05:59:14",5207
"play","user_34","ep_23","2024-01-19T17:57:54",1298
"seek","user_78","ep_34","2024-02-20T05:54:21",
"seek","user_47","ep_2","2024-01-25T13:07:37",
"seek","user_97","ep_43","2024-03-18T23:35:50",
"complete","user_3","ep_1","2024-02-01T16:38:20",4026
"complete","user_12","ep_47","2024-01-07T09:07:09",3015
"complete","user_9","ep_49","2024-01-06T22:52:06",5017
"pause","user_15","ep_9","2024-04-07T11:37:04",
"play","user_86","ep_48","2024-04-03T23:17:12",5244
"complete","user_90","ep_12","2024-03-11T00:05:11",4493
"complete","user_31","ep_36","2024-03-26T19:19:07",4474
"complete","user_70","ep_30","2024-03-05T03:51:53",3778
"complete","user_78","ep_1","2024-02-25T08:44:49",881
"complete","user_34","ep_38","2024-02-22T15:38:11",4723
"complete","user_1","ep_44","2024-03-20T03:13:17",869
"complete","user_73","ep_6","2024-02-05T13:20:40",4618
"play","user_35","ep_24","2024-03-03T01:00:00",790
"complete","user_10","ep_15","2024-04-13T15:21:08",2346
"pause","user_21","ep_31","2024-04-04T01:10:55",
"play","user_20","ep_12","2024-03-19T00:20:59",4260
"pause","user_47","ep_7","2024-01-25T13:48:02",
"pause","user_30","ep_21","2024-02-25T02:38:47",
"play","user_86","ep_40","2024-03-04T07:31:55",5144
"play","user_46","ep_50","2024-01-26T10:43:26",4179
"pause","user_69","ep_25","2024-03-04T23:27:59",
"play","user_71","ep_3","2024-02-06T12:14:38",4002
"seek","user_2","ep_36","2024-04-20T11:28:58",
"complete","user_50","ep_20","2024-01-11T05:39:44",2066
"pause","user_19","ep_48","2024-01-25T13:12:39",
"complete","user_39","ep_11","2024-03-13T18:19:42",2993
"seek","user_64","ep_39","2024-02-24T11:45:00",
"seek","user_43","ep_24","2024-03-21T01:07:12",
"pause","user_90","ep_17","2024-03-05T06:59:18",
"seek","user_31","ep_43","2024-03-01T12:38:10",
"play","user_16","ep_36","2024-04-24T10:49:34",854
"complete","user_33","ep_32","2024-04-30T23:35:14",4010
"seek","user_47","ep_42","2024-01-24T12:52:37",
"seek","user_3","ep_19","2024-04-02T01:43:21",
"complete","user_32","ep_11","2024-01-03T00:57:01",2076
"play","user_32","ep_5","2024-01-21T05:18:15",107
"complete","user_52","ep_3","2024-01-03T15:35:14",482
"pause","user_66","ep_10","2024-03-01T21:44:40",
"pause","user_71","ep_5","2024-03-22T04:32:30",
"complete","user_71","ep_30","2024-04-08T18:06:26",1635
"complete","user_44","ep_14","2024-04-06T06:16:42",633
"complete","user_46","ep_7","2024-01-10T08:31:39",4041
"complete","user_81","ep_43","2024-01-25T04:07:43",2416
"play","user_13","ep_7","2024-02-18T08:28:15",1137
"play","user_10","ep_13","2024-02-14T10:44:30",2808
"play","user_39","ep_46","2024-02-03T17:07:38",4432
"play","user_20","ep_45","2024-01-16T14:52:44",2092
"seek","user_73","ep_42","2024-02-01T07:19:23",
"play","user_13","ep_20","2024-01-16T04:48:48",2528
"complete","user_20","ep_45","2024-01-22T15:25:09",4718
"seek","user_93","ep_7","2024-03-06T02:36:32",
"pause","user_97","ep_7","2024-03-21T09:51:50",
"pause","user_73","ep_18","2024-04-16T19:25:36",
"pause","user_17","ep_7","2024-03-25T03:11:16",
"play","user_35","ep_26","2024-03-19T01:44:34",2943
"play","user_50","ep_15","2024-02-19T14:59:21",956
"play","user_81","ep_17","2024-03-13T07:56:17",5365
"pause","user_66","ep_50","2024-01-25T11:24:22",
"play","user_25","ep_43","2024-02-25T11:34:01",1155
"play","user_30","ep_28","2024-04-17T04:06:43",2273
"complete","user_35","ep_30","2024-03-07T06:05:01",653
"complete","user_40","ep_13","2024-02-19T13:15:32",4412
"play","user_81","ep_49","2024-04-15T22:07:32",2349
"complete","user_34","ep_26","2024-02-14T17:29:18",3380
"play","user_43","ep_49","2024-03-11T18:17:57",4389
"play","user_13","ep_48","2024-02-20T13:41:22",1128
"seek","user_27","ep_35","2024-01-03T07:48:23",
"complete","user_38","ep_26","2024-03-18T02:37:50",782
"seek","user_86","ep_23","2024-02-12T18:11:32",
"","user_90","ep_35","2024-04-11T08:34:55",
"pause","user_81","ep_32","2024-03-24T01:42:10",
"play","user_94","ep_9","2024-04-19T13:04:50",4258
"seek","user_43","ep_14","2024-01-10T17:44:26",
"complete","user_24","ep_38","2024-02-05T06:35:35",5164
"pause",,"ep_31","2024-01-04T12:03:31",
"play","user_75","ep_14","2024-03-25T02:07:34",5150
"complete","user_72","ep_5","2024-03-11T06:47:56",3275
"pause","user_30","ep_21","2024-04-05T06:07:20",
"seek","user_59","ep_30","2024-03-15T19:32:59",
"pause","user_68","ep_10","2024-02-02T05:18:47",
"seek","user_80","ep_44",,
"seek","user_51","ep_34","2024-02-03T11:26:05",
"complete","user_86","ep_30","2024-02-25T15:54:52",365
"seek","user_51","ep_33","2024-02-15T17:24:19",
"complete","user_3","ep_3","2024-04-23T10:17:06",1822
"play","user_89","ep_2","2024-02-21T18:00:49",3102
"play","user_41","ep_40","2024-01-10T08:37:00",2320
"play","user_75","ep_39","2024-01-14T13:47:50",2978
"play","user_48","ep_9","2024-03-31T06:30:53",257
"seek","user_24","ep_34","2024-01-10T13:04:49",
"complete","user_62","ep_36","2024-01-23T01:45:33",801
"pause","user_76","ep_9","2024-02-11T04:56:09",
"pause","user_50","ep_1","2024-02-23T22:36:43",
"complete","user_68","ep_8","2024-04-28T00:10:51",1275
"play","user_93","ep_8","2024-04-16T15:39:05",1271
"seek","user_93","ep_45","2024-02-04T11:46:41",
"play","user_35","ep_3","2024-04-13T16:30:42",3915
"complete","user_29","ep_36","2024-01-01T22:57:40",4545
"pause","user_24","ep_7","2024-04-15T07:07:17",
"pause","user_55","ep_5","2024-03-17T00:07:20",
"complete","user_45","ep_6","2024-02-04T07:15:32",2892
"complete","user_18","ep_19","2024-03-08T16:27:23",3033
"complete","user_68","ep_27","2024-01-09T18:47:45",877
"play","user_61","ep_21","2024-02-09T22:33:00",2363
"pause","user_89","ep_50","2024-02-09T18:29:12",
"complete","user_55","ep_44","2024-01-25T22:24:10",5052
"play","user_60","ep_7","2024-01-10T08:12:19",2394
"pause","user_16","ep_17","2024-04-29T10:35:37",
"play","user_93","ep_41","2024-02-26T15:03:23",5040
"seek","user_66","ep_11","2024-04-26T23:53:56",
"play","user_53","ep_23","2024-04-23T17:49:37",3363
"play","user_75","ep_46","2024-04-07T20:37:23",1304
"pause","user_65","ep_23","2024-01-23T22:24:38",
"complete","user_73","ep_21","2024-02-01T18:43:27",4472
"complete","user_52","ep_1","2024-01-09T03:01:36",4369
"play","user_31","ep_27","2024-04-02T11:23:42",3426
"seek","user_93","ep_33","2024-02-24T05:45:53",
"seek","user_92","ep_10","2024-02-10T23:43:02",
"pause","user_100","ep_9","2024-01-22T02:04:52",
"play","user_4","ep_49","2024-04-08T05:41:15",1944
"play","user_36","ep_2","2024-03-30T08:00:23",2308
"seek","user_3","ep_25","2024-04-19T17:49:50",
"pause","user_39","ep_6","2024-04-12T04:13:58",
"seek","user_41","ep_18","2024-04-24T08:32:43",
"play","user_68","ep_37","2024-02-23T04:17:55",3734
"pause","user_51","ep_30","2024-04-04T06:19:44",
"seek","user_60","ep_21","2024-03-25T14:27:37",
"pause","user_58","ep_13","2024-02-20T06:05:57",
"seek","user_98","ep_2","2024-04-17T12:29:22",
"complete","user_36","ep_15","2024-03-06T02:11:52",2798
"pause","user_94","ep_45","2024-02-29T23:24:35",
"pause","user_100","ep_19","2024-03-11T00:38:53",
"play","user_67","ep_40","2024-02-01T08:28:21",2992
"seek","user_78","ep_34","2024-02-01T11:14:17",
"complete","user_50","ep_35","2024-04-17T06:52:12",2356
"play","user_54","ep_26","2024-01-30T14:34:57",2071
"play","user_50","ep_13","2024-03-25T00:49:14",5240
"seek","user_29","ep_44","2024-01-22T19:07:38",
"seek","user_24","ep_26","2024-01-12T23:42:29",
"complete","user_60","ep_33","2024-02-27T12:43:01",2654
"play","user_11","ep_23","2024-04-08T03:56:13",2765
"complete","user_5","ep_13","2024-01-05T11:42:56",2455
"play","user_90","ep_20","2024-02-10T21:10:56",2593
"complete","user_1","ep_27","2024-02-19T02:50:01",160
"seek","user_72","ep_48","2024-03-13T05:03:11",
"play","user_27","ep_24","2024-03-11T01:32:57",2311
"pause","user_82","ep_45","2024-03-11T05:17:44",
"seek","user_94","ep_45","2024-01-13T07:33:53",
"seek","user_40","ep_2","2024-02-06T16:00:21",
"complete","user_44","ep_48","2024-04-24T04:24:15",3776
"complete","user_14",,"2024-04-15T17:10:51",169
"pause","user_31","ep_28","2024-02-15T15:50:18",
"play","user_55","ep_35","2024-03-23T22:57:25",2309
"play","user_81","ep_7","2024-04-05T21:50:48",5394
"play","user_98","ep_31","2024-04-04T12:22:03",55
"pause","user_11","ep_32","2024-02-10T03:08:24",
"play","user_90","ep_8","2024-01-24T11:01:29",4716
"seek","user_44","ep_28","2024-04-15T11:03:29",
"seek","user_45","ep_47","2024-04-06T21:41:47",
"pause","user_23","ep_14","2024-02-11T01:54:27",
"play","user_23","ep_4","2024-02-10T04:10:47",33
"complete","user_58","ep_33","2024-04-18T11:52:19",2152
"seek",,"ep_43","2024-01-13T13:44:39",
"seek","user_95","ep_23","2024-02-28T12:02:34",
"seek","user_72","ep_41","2024-03-26T11:50:56",
"complete","user_5","ep_10","2024-04-17T05:56:56",4333
"pause","user_4","ep_39","2024-03-01T11:57:09",
"complete","user_83","ep_44","2024-02-02T04:37:01",4312
"play","user_51","ep_15","2024-04-08T02:50:04",2569
"pause","user_89","ep_39","2024-02-07T02:48:11",
"pause","user_3","ep_11","2024-01-01T06:21:37",
"seek","user_57","ep_10","2024-04-25T03:13:50",
"play","user_44","ep_28","2024-03-02T05:08:14",2726
"seek","user_28","ep_13","2024-02-13T18:41:25",
"pause","user_94","ep_50","2024-03-17T22:05:24",
"seek","user_68","ep_13","2024-03-06T14:43:29",
"seek","user_31","ep_12","2024-01-31T16:20:17",
"seek","user_28","ep_23","2024-04-15T07:23:24",
"complete","user_91","ep_47","2024-01-27T17:13:41",5067
"pause","user_69","ep_10","2024-01-11T18:30:47",
"pause","user_34","ep_8","2024-02-14T01:24:32",
"play","user_21","ep_1","2024-02-24T05:30:21",4258
"seek","user_12","ep_45","2024-03-12T16:55:19",
"pause","user_15","ep_33","2024-04-21T23:06:54",
"play","user_47","ep_26","2024-01-17T19:15:05",5123
"pause","user_72","ep_39","2024-03-07T19:20:40",
"complete","user_37","ep_24","2024-04-14T11:53:18",2700
"play","user_13","ep_10","2024-03-07T03:21:02",5236
"play","user_39","ep_14","2024-03-08T22:06:38",5281
"seek","user_2","ep_40","2024-03-12T19:41:37",
"seek","user_59","ep_34","2024-03-09T06:24:37",
"pause","user_98","ep_32","2024-04-23T03:22:21",
"complete","user_61","ep_26","2024-01-28T16:42:53",247
"pause","user_46","ep_41","2024-02-13T16:15:44",
"play","user_17","ep_33","2024-01-18T11:23:19",4781
"complete","user_77","ep_37","2024-01-24T20:51:58",5225
"complete","user_59","ep_19","2024-02-26T14:28:03",4998
"play","user_73","ep_45","2024-03-30T13:31:43",5281
"pause","user_97","ep_17","2024-02-05T07:39:54",
"seek","user_33","ep_38","2024-01-13T22:27:28",
"seek","user_60","ep_50","2024-04-11T16:25:54",
"pause","user_49","ep_29","2024-01-20T00:44:26",
"pause","user_17","ep_36","2024-03-12T05:28:06",
"play","user_100","ep_13","2024-01-13T00:25:45",3614
"play","user_94","ep_36","2024-02-06T05:28:48",2342
"play","user_57","ep_3","2024-02-13T08:12:56",349
"seek","user_5","ep_27","2024-03-04T00:22:45",
"complete","user_71","ep_36","2024-01-24T03:45:39",290
"pause","user_44","ep_13","2024-01-14T06:18:02",
"pause","user_81","ep_50","2024-03-13T20:35:24",
"seek","user_96",,"2024-02-18T13:22:01",
"complete","user_98","ep_9","2024-03-12T07:01:41",2053
"seek","user_94","ep_10","2024-02-08T02:36:26",
"pause","user_91","ep_30","2024-04-03T17:27:51",
"complete","user_68","ep_37","2024-02-13T12:12:04",4361
"pause","user_86","ep_47","2024-02-15T17:55:00",
"complete","user_15","ep_40","2024-01-25T09:31:29",145
"pause","user_90","ep_15","2024-04-24T11:46:45",
"complete","user_33","ep_22","2024-03-16T00:13:53",2242
"play","user_31","ep_50","2024-04-06T08:43:55",698
"complete","user_14","ep_38","2024-03-15T10:24:25",1861
"play","user_73","ep_8","2024-02-03T01:51:54",2000
"seek","user_78","ep_6","2024-04-25T15:52:50",
"seek","user_6","ep_4","2024-04-22T02:34:04",
"complete","user_69","ep_48","2024-04-16T03:35:30",4080
"play","user_35","ep_5","2024-03-18T08:21:26",18
"seek","user_90","ep_33","2024-01-16T03:30:38",
"pause","user_83","ep_26","2024-03-18T16:41:13",
"pause","user_24","ep_12","2024-01-22T20:31:43",
"pause","user_54","ep_28","2024-03-27T02:04:56",
"complete","user_50","ep_11","2024-03-18T09:58:51",1633
"pause","user_19","ep_6","2024-04-10T19:31:53",
"seek","user_59","ep_44","2024-01-27T13:51:59",
"play","user_63","ep_10","2024-04-15T09:46:54",4052
"play","user_94","ep_13","2024-03-11T06:31:56",4936
"complete","user_97","ep_12","2024-02-18T13:38:20",3514
"seek","user_1","ep_3","2024-04-28T00:41:11",
"complete","user_48","ep_18","2024-01-29T15:05:24",2013
"pause","user_1","ep_21","2024-01-31T00:51:22",
"pause","user_11","ep_38","2024-01-19T00:15:16",
"complete","user_24","ep_10","2024-02-18T06:54:11",1521
"seek","user_10","ep_33","2024-03-10T09:03:52",
"play","user_48","ep_13","2024-04-12T14:24:20",3440
"complete","user_64","ep_21","2024-04-22T12:49:54",2208
"play","user_92","ep_11","2024-02-03T08:51:13",3438
"complete","user_12","ep_47","2024-03-22T02:44:00",2924
"complete","user_96","ep_41","2024-03-07T00:48:02",2531
"complete","user_95","ep_18","2024-04-16T01:22:15",1642
"seek","user_17","ep_28","2024-02-24T01:31:29",
"seek","user_16","ep_25","2024-02-18T00:22:07",
"pause","user_6","ep_50","2024-01-21T02:03:49",
"play","user_49","ep_14","2024-02-23T22:46:27",2909
"seek","user_29","ep_2","2024-04-13T04:01:00",
"complete","user_99","ep_18","2024-02-18T09:19:13",4273
"play","user_20","ep_2","2024-01-10T01:03:23",2937
"complete","user_98","ep_38","2024-01-23T23:14:02",3165
"pause","user_70","ep_19","2024-04-06T11:23:36",
"complete","user_89","ep_12","2024-02-01T14:02:40",2798
"seek","user_91","ep_9","2024-02-21T18:52:14",
"complete","user_11","ep_49","2024-04-03T13:32:10",2710
"play","user_97","ep_43","2024-01-02T04:02:01",5385
"complete","user_88","ep_20","2024-03-31T23:48:34",1496
"complete","user_70","ep_4","2024-04-02T17:21:41",4226
"seek","user_80","ep_15","2024-03-08T09:19:17",
"pause","user_17","ep_22","2024-03-20T16:54:16",
"play","user_87","ep_28","2024-04-01T05:27:30",2579
"seek","user_43","ep_32","2024-03-13T10:24:19",
"play","user_78","ep_47","2024-02-24T16:20:21",2727
"complete","user_28","ep_15","2024-04-14T02:03:19",4543
"complete","user_97","ep_20","2024-02-21T13:22:02",4561
"complete","user_63","ep_13","2024-02-08T10:08:25",2248
"seek","user_58",,"2024-03-15T00:00:49",
"complete","user_47","ep_36","2024-03-12T20:25:45",3495
"complete","user_27","ep_35","2024-02-25T01:49:56",2735
"seek","user_97","ep_31","2024-02-27T14:40:44",
"play","user_8","ep_39","2024-01-20T16:19:21",2496
"complete","user_94","ep_19","malformed-date",4733
"pause","user_30","ep_32","2024-01-27T22:01:23",
"complete","user_67","ep_26","2024-01-28T20:34:16",2018
"complete","user_23","ep_25","2024-02-11T06:14:46",3749
"pause","user_90","ep_29","2024-04-24T13:31:38",
"complete","user_19","ep_41","2024-03-06T06:40:36",1713
"pause","user_82","ep_31","2024-02-11T06:58:38",
"seek","user_3","ep_6","2024-04-20T20:22:23",
"pause","user_95","ep_41","2024-01-27T04:40:46",
"pause","user_15","ep_34","2024-04-22T10:00:18",
"pause","user_30","ep_49","2024-03-19T21:53:28",
"play","user_22","ep_47","2024-03-18T00:06:05",1080
"pause","user_31","ep_17","2024-04-14T18:54:24",
"pause","user_59","ep_26","2024-02-06T14:40:16",
"seek","user_92","ep_49","2024-03-03T10:22:18",
"pause","user_82","ep_15","2024-02-01T19:02:42",
"play","user_67","ep_36","2024-01-31T21:45:48",2879
"pause","user_69","ep_12","2024-01-11T06:30:46",
"seek","user_94","ep_12","2024-01-20T10:32:24",
"pause","user_2","ep_2","2024-02-06T12:11:17",
"play","user_19","ep_12","2024-04-07T06:00:40",
"pause","user_41","ep_27","2024-02-19T03:24:38",
"seek","user_92","ep_1","2024-02-05T03:33:06",
"seek","user_2","ep_50","2024-03-07T02:02:25",
"seek","user_28","ep_39","2024-04-23T21:54:55",
"pause","user_100","ep_37","2024-04-17T05:00:41",
"seek","user_10","ep_7",,
"seek","user_80","ep_34","2024-02-28T04:02:50",
"seek","user_5","ep_12","2024-04-22T21:45:42",
"complete","user_59","ep_32","2024-01-04T21:18:00",2033
"complete","user_39","ep_48","2024-04-09T21:12:30",1210
"play","user_99","ep_42","2024-04-17T16:20:54",1911
"pause","user_9","ep_39","2024-02-04T12:49:28",
"complete","user_59","ep_6","2024-01-03T18:16:32",1578
"seek","user_4","ep_43","2024-04-03T03:47:55",
"complete","user_76","ep_28","2024-01-15T11:32:43",3369
"complete","user_1","ep_6","2024-02-29T22:20:57",2784
"complete","user_31","ep_24","2024-03-03T07:15:13",2151
"seek","user_10","ep_46","2024-03-18T22:33:35",
"pause","user_17","ep_23","2024-03-31T09:09:13",
"pause","user_22","ep_45","2024-01-03T21:29:45",
"play","user_86","ep_33","2024-01-08T17:16:47",2646
"pause","user_50","ep_31","2024-02-23T17:41:45",
"complete","user_98","ep_5","2024-04-13T05:46:49",1260
"seek","user_85","ep_41","2024-04-13T14:17:20",
"seek","user_21","ep_25","2024-01-10T05:22:18",
"seek","user_16","ep_50","2024-01-11T08:44:37",
"play","user_21","ep_20","2024-03-21T02:56:06",5137
"pause","user_6","ep_22","2024-02-07T15:59:49",
"seek","user_85","ep_4","2024-04-08T23:13:31",
"pause","user_22","ep_36","2024-01-29T20:46:06",
"pause","user_21","ep_23","2024-03-06T10:37:53",
"seek","user_37","ep_35","2024-03-14T02:56:32",
"seek","user_92","ep_48","2024-02-15T17:28:27",
"pause","user_9","ep_36","2024-04-25T21:42:42",
"seek","user_42","ep_49","2024-04-05T16:53:14",
"play","user_36","ep_16","2024-02-01T03:53:18",5152
"complete","user_44","ep_4","2024-02-19T00:37:02",466
"complete","user_17","ep_17","2024-03-10T17:41:46",1001
"play","user_11","ep_13","2024-04-08T07:48:54",1420
"pause","user_17","ep_16","2024-01-23T19:08:11",
"complete","user_79","ep_30","2024-02-15T12:19:07",2283
"play","user_91","ep_50","2024-03-07T05:19:54",350
"complete","user_6","ep_22","2024-02-20T22:17:58",2891
"pause","user_71","ep_2","2024-03-03T15:37:40",
"pause","user_21","ep_9","2024-02-29T17:43:08",
"pause","user_63","ep_10","2024-02-26T14:39:41",
"pause","user_12","ep_49","2024-04-20T10:35:20",
"complete","user_66","ep_1","2024-03-15T15:08:36",5384
"complete","user_91","ep_25","2024-04-26T22:28:42",337
"play","user_44","ep_45","2024-02-09T16:34:26",4784
"seek","user_79","ep_39","2024-04-01T18:53:08",
"play","user_41","ep_12","2024-01-22T11:06:13",1801
"play","user_65","ep_42","2024-01-30T03:14:13",3164
"seek","user_55","ep_50","2024-04-08T10:03:06",
"pause","user_8","ep_15","2024-02-06T02:01:24",
"seek","user_39","ep_29","2024-02-20T09:51:17",
"pause","user_84","ep_22","2024-04-24T09:04:34",
"pause","user_26","ep_4","2024-03-29T21:01:52",
"play","user_51","ep_43","2024-02-18T02:49:44",2983
"complete","user_71","ep_47","2024-02-07T06:21:50",2145
"seek","user_90","ep_23","2024-04-15T18:43:51",
"play","user_94","ep_46","2024-02-07T01:00:55",3000
"complete","user_33","ep_37","2024-04-04T01:29:19",1111
"play","user_100","ep_17","2024-02-12T10:31:14",4419
"seek","user_64","ep_22","2024-03-30T09:29:00",
"play","user_39","ep_28","2024-01-17T09:15:38",2701
"pause","user_25","ep_5","2024-03-15T05:11:04",
"play","user_36","ep_40","2024-01-05T04:49:54",5239
"seek","user_68","ep_15","2024-04-05T04:00:52",
"play","user_10","ep_43","2024-04-15T20:16:01",4757
"pause","user_100","ep_43","2024-03-01T22:20:37",
"play","user_11","ep_8","2024-01-25T20:21:07",4188
"play","user_79","ep_43","2024-02-05T09:32:14",2413
"seek","user_91","ep_24","2024-03-22T18:27:13",
"complete","user_48","ep_35","2024-01-17T04:56:42",1732
"complete","user_40","ep_49","2024-02-01T07:24:49",4270
"play","user_87","ep_3","2024-02-08T10:08:38",1025
"seek","user_20","ep_1","2024-02-20T06:12:01",
"play","user_19","ep_18","2024-04-17T01:42:31",3295
"complete","user_30","ep_10","2024-03-10T04:45:01",3185
"pause","user_72","ep_26","2024-02-16T15:29:59",
"complete","user_48","ep_42","2024-01-20T04:29:06",289
"pause","user_63","ep_1","2024-03-18T08:31:25",
"pause","user_63","ep_12","2024-02-15T15:15:09",
"play","user_26","ep_6","2024-02-11T22:39:40",4880
"play","user_59","ep_40","2024-04-02T22:39:07",
"seek","user_7","ep_16","2024-02-01T08:21:22",
"complete","user_89","ep_14","2024-03-06T22:28:12",300
"play","user_8","ep_34","2024-03-23T08:41:04",4327
"complete","user_70","ep_17","2024-01-26T18:01:45",2053
"complete","user_38","ep_13","2024-02-24T02:36:48",4272
"play","user_27","ep_27","2024-03-12T18:44:04",3396
"play","user_35","ep_38","2024-02-02T06:13:27",2264
"pause","user_54","ep_7","2024-04-27T19:52:46",
"complete","user_28","ep_37","2024-03-01T00:45:15",2577
"complete","user_93","ep_29","2024-02-17T17:19:50",718
"pause","user_26",,"2024-03-09T23:09:55",
"play","user_99","ep_33","2024-04-23T21:30:05",2563
"play","user_60","ep_12","2024-02-10T11:56:45",660
"seek","user_71","ep_47","2024-04-25T05:41:17",
"play","user_78","ep_48","2024-04-12T11:20:49",5231
"complete","user_64","ep_8","2024-03-21T17:05:07",3064
"complete","user_13","ep_15","2024-02-11T01:28:03",4414
"play","user_9","ep_1","2024-01-09T02:13:57",1101
"seek","user_91","ep_48","2024-04-08T14:37:36",
"seek","user_28","ep_43","2024-03-27T08:42:52",
"complete","user_90","ep_18","2024-03-09T21:25:08",2967
"seek","user_83","ep_17","2024-02-02T23:13:15",
"complete","user_20","ep_32","2024-02-03T09:09:30",222
"play","user_17","ep_25","2024-01-11T01:52:55",1381
"pause","user_39","ep_12","2024-01-02T23:28:14",
"pause","user_68","ep_40","2024-04-09T15:11:01",
"seek","user_24","ep_40","2024-01-20T02:21:11",
"seek","user_64","ep_20","2024-01-08T10:16:08",
"play","user_47","ep_42","2024-02-14T09:15:30",4173
"complete","user_62","ep_39","2024-03-15T09:06:56",12
"play","user_41","ep_36","2024-01-07T05:57:58",3479
"complete","user_72","ep_32","2024-01-03T06:04:23",4874
"seek","user_66","ep_35","2024-03-31T07:01:40",
"complete","user_53","ep_8","2024-02-11T06:16:20",4187
"play","user_14","ep_14","2024-01-10T10:29:21",3350
"pause","user_48","ep_5","2024-04-06T10:53:07",
"play","user_62","ep_35","2024-04-17T20:41:17",5052
"pause","user_44","ep_3","2024-02-05T07:15:57",
"play","user_36","ep_36","2024-03-25T13:17:03",3016
"complete","user_10","ep_27","2024-01-16T17:30:46",4998
"pause","user_10","ep_6","2024-04-03T09:32:31",
"complete","user_93","ep_5","2024-01-22T17:21:27",5348
"play","user_15","ep_38","2024-02-17T23:13:55",3192
"complete","user_50","ep_47","2024-04-15T02:48:36",5220
"complete","user_58","ep_7","2024-03-12T19:31:18",5255
"play","user_80","ep_47","2024-04-26T23:25:47",1399
"pause","user_45","ep_30","2024-02-19T00:32:49",
"pause","user_70","ep_14","2024-03-30T17:04:46",
"seek","user_34","ep_31","2024-01-03T00:43:01",
"play","user_59","ep_10","2024-03-07T13:31:38",1928
"play","user_14","ep_34","2024-02-10T13:21:04",3823
"pause","user_19","ep_22","2024-04-01T04:32:37",
"play","user_29",,"2024-04-15T01:57:53",4059
"seek","user_78","ep_8","2024-02-11T03:03:31",
"complete","user_61","ep_15","2024-01-03T10:01:11",4849
"complete","user_68","ep_39","2024-02-26T10:35:33",400
"seek","user_61","ep_4","2024-02-07T00:36:32",
"pause","user_68","ep_37","2024-03-03T07:17:07",
"complete","user_14","ep_31","2024-03-10T18:39:01",3539
"pause","user_40","ep_23","2024-02-15T17:42:40",
"play","user_76","ep_47","2024-04-22T03:07:37",754
"complete","user_48","ep_11","2024-02-13T17:34:12",3225
"play","user_77","ep_50","2024-04-01T02:24:49",546
"pause","user_45","ep_19","2024-02-27T12:42:01",
"play","user_36","ep_27","2024-02-10T19:26:44",2810
"play","user_54","ep_24","2024-02-01T21:12:54",3129
"complete","user_14","ep_34","2024-02-14T21:50:13",3363
"complete","user_73","ep_27","2024-04-28T05:29:39",1039
"pause","user_72","ep_50","2024-04-30T07:01:22",
"complete","user_28","ep_38","2024-03-27T09:20:01",1651
